MachineCode; ColorMixingTime    ; BatchNumber      ; BucketQuantity; BucketNo; BasePaintCode; BasePaintName; ProductCode                    ; ProductName                    ; ColorCardCode                   ; ColorCardName; SeriesCode             ; SeriesName             ; CustomerName; Address; City    ; PhoneNo; Email; Zipcode; RGB     ; BasePaintUsedAmount; FillingVolume; UnitName; OriginalType; PaintType       ; FormulaDiscount; FormulaCreateDate  ; Remark                                               ; Barcode; Result; ResultMessage                                                                                                     ; Band; ColorantsCode1; ColorantsName1; RGB1    ; UsedAmount1; FinalUsedAmount1; ColorantsCode2; ColorantsName2; RGB2    ; UsedAmount2; FinalUsedAmount2; ColorantsCode3; ColorantsName3; RGB3    ; UsedAmount3; FinalUsedAmount3; ColorantsCode4; ColorantsName4; RGB4    ; UsedAmount4; FinalUsedAmount4; ColorantsCode5; ColorantsName5; RGB5; UsedAmount5; FinalUsedAmount5; ColorantsCode6; ColorantsName6; RGB6; UsedAmount6; FinalUsedAmount6; ColorantsCode7; ColorantsName7; RGB7; UsedAmount7; FinalUsedAmount7; ShopNumber; ShopName; ShopPhone; ShopContact; ShopPerson; ShopPersonMobile; ShopMachine
A3-HS      ; 09/10/2025 15:59:19; 20250910155919197;              1;        1; B            ; B            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; BLEU BLEUET BR 52-0137          ; BR 52-0137   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 12287563;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       8.867;            8.867; BA            ; BA            ; 16777215;       7.468;            7.468; VI            ; VI            ;  5189455;       8.967;            8.967;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 15:57:29; 20250910155729668;              1;        1; B            ; B            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; ORANGE SAUMONE JR 77-2544       ; JR 77-2544   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  6990589;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       1.298;            1.298; JO            ; JO            ;    39372;       2.538;            2.538; OP            ; OP            ;  3373284;      17.185;           17.185; JP            ; JP            ;    56575;       3.172;            3.172;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 15:53:52; 20250910155352572;              1;        1; B            ; B            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; FLEUR DE LOTUS RB 57-3708       ; RB 57-3708   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  9859005;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       8.622;            8.622; RH            ; RH            ;     9366;       1.471;            1.471; NO            ; NO            ;        0;       0.375;            0.375; MA            ; MA            ;  1513356;      13.884;           13.884;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:56:59; 20250910145659592;              1;        1; B            ; B            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; BOIS DE HETRE JR 78-0242        ; JR 78-0242   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  7585502;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       8.005;            8.005; JO            ; JO            ;    39372;      10.34 ;           10.34 ; NO            ; NO            ;        0;       0.573;            0.573; JP            ; JP            ;    56575;      18.302;           18.302;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:53:12; 20250910145312440;              1;        1; B            ; B            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; BLEU BLEUET BR 52-0137          ; BR 52-0137   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 12287563;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;      13.058;           13.058; BA            ; BA            ; 16777215;      10.998;           10.998; VI            ; VI            ;  5189455;      13.206;           13.206;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:50:53; 20250910145053176;              1;        1; B            ; B            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; ORANGE SAUMONE JR 77-2544       ; JR 77-2544   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  6990589;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       1.911;            1.911; JO            ; JO            ;    39372;       3.737;            3.737; OP            ; OP            ;  3373284;      25.309;           25.309; JP            ; JP            ;    56575;       4.671;            4.671;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:48:54; 20250910144854033;              1;        1; A            ; A            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; ZEN BV 89-0206                  ; BV 89-0206   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 15327702;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       0.145;            0.145; NO            ; NO            ;        0;       0.115;            0.115; VI            ; VI            ;  5189455;       0.252;            0.252;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:46:01; 20250910144601474;              1;        1; A            ; A            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; HELLEBORE JV 90-0923            ; JV 90-0923   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 11790048;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       1.281;            1.281; JP            ; JP            ;    56575;       6.327;            6.327; VR            ; VR            ;    26112;       0.26 ;            0.26 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:44:32; 20250910144432890;              1;        1; A            ; A            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; CREME BONBON RJ 91-1201         ; RJ 91-1201   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 14605049;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RP            ; RP            ;      255;       0.787;            0.787; MA            ; MA            ;  1513356;       0.215;            0.215;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:37:09; 20250910143709172;              1;        1; C            ; C            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; JUS DE MURE RJ 40-4413          ; RJ 40-4413   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  4799390;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       7.425;            7.425; NO            ; NO            ;        0;       0.164;            0.164; MA            ; MA            ;  1513356;      61.107;           61.107; RV            ; RV            ;      255;      38.405;           38.405;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:35:27; 20250910143527324;              1;        1; C            ; C            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; DANUBE VB 51-3706               ; VB 51-3706   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  8554752;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;      13.262;           13.262; BA            ; BA            ; 16777215;      48.165;           48.165; NO            ; NO            ;        0;       3.53 ;            3.53 ; VR            ; VR            ;    26112;      41.711;           41.711;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:33:40; 20250910143340372;              1;        1; C            ; C            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; COURGE JR 70-0862               ; JR 70-0862   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  3187925;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       3.351;            3.351; JO            ; JO            ;    39372;      18.858;           18.858; NO            ; NO            ;        0;       0.952;            0.952; PV            ; PV            ;    65535;      83.941;           83.941;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:30:08; 20250910143008830;              1;        1; B            ; B            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; CALCITE JR 70-3135              ; JR 70-3135   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  7115759;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       1.655;            1.655; RH            ; RH            ;     9366;       1.505;            1.505; OP            ; OP            ;  3373284;      32.607;           32.607; RP            ; RP            ;      255;       2.773;            2.773;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:28:29; 20250910142829869;              1;        1; B            ; B            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; NEW YORK JV 53-0202             ; JV 53-0202   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  7962235;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       5.223;            5.223; JO            ; JO            ;    39372;       8.099;            8.099; NO            ; NO            ;        0;      25.277;           25.277;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:26:27; 20250910142627301;              1;        1; B            ; B            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; LIME VJ 74-3325                 ; VJ 74-3325   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  8766850;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      12.338;           12.338; JO            ; JO            ;    39372;       2.753;            2.753; JP            ; JP            ;    56575;      19.066;           19.066; VR            ; VR            ;    26112;       5.051;            5.051;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:19:35; 20250910141935535;              1;        1; A            ; A            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; RAVINE VJ 88-1501               ; VJ 88-1501   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 14345918;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       0.319;            0.319; NO            ; NO            ;        0;       0.062;            0.062; VR            ; VR            ;    26112;       1.161;            1.161;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 14:16:49; 20250910141649319;              1;        1; A            ; A            ; Verginia TINTA TEXTURA/GRAFIATO; Verginia TINTA TEXTURA/GRAFIATO; CHERUBIN RJ 86-1510             ; RJ 86-1510   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 12831991;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RH            ; RH            ;     9366;       0.171;            0.171; OP            ; OP            ;  3373284;       1.854;            1.854; RP            ; RP            ;      255;       1.04 ;            1.04 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 13:49:58; 20250910134958188;              1;        1; A            ; A            ; Verginia PREMIUM Fosco         ; Verginia PREMIUM Fosco         ; CHINCHILLA VB 72-0101           ; VB 72-0101   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 11645356;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       1.908;            1.908; NO            ; NO            ;        0;      11.904;           11.904;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 13:41:18; 20250910134118822;              1;        1; A            ; A            ; Verginia PREMIUM Fosco         ; Verginia PREMIUM Fosco         ; CHINCHILLA VB 72-0101           ; VB 72-0101   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 11645356;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       1.908;            1.908; NO            ; NO            ;        0;      11.904;           11.904;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 11:13:59; 20250910111359285;              1;        1; B            ; B            ; Verginia PREMIUM Fosco         ; Verginia PREMIUM Fosco         ; ORANGE SAUMONE JR 77-2544       ; JR 77-2544   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  6990589;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       2.713;            2.713; JO            ; JO            ;    39372;       5.306;            5.306; OP            ; OP            ;  3373284;      35.933;           35.933; JP            ; JP            ;    56575;       6.632;            6.632;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 11:10:15; 20250910111015476;              1;        1; B            ; B            ; Verginia PREMIUM Fosco         ; Verginia PREMIUM Fosco         ; TOUAREG BV 56-0136              ; BV 56-0136   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 12946002;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;      15.224;           15.224; BA            ; BA            ; 16777215;      23.995;           23.995; VI            ; VI            ;  5189455;      13.626;           13.626;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 11:07:34; 20250910110734148;              1;        1; B            ; B            ; Verginia PREMIUM Fosco         ; Verginia PREMIUM Fosco         ; THE VERT JV 82-2333             ; JV 82-2333   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  9295542;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      26.467;           26.467; JO            ; JO            ;    39372;       2.774;            2.774; JP            ; JP            ;    56575;      22.578;           22.578; VR            ; VR            ;    26112;       1.96 ;            1.96 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 09:58:15; 20250910095815971;              1;        1; A            ; A            ; Verginia PREMIUM Fosco         ; Verginia PREMIUM Fosco         ; CASSONADE JR 76-1423            ; JR 76-1423   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  9548514;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;      20.23 ;           20.23 ; RH            ; RH            ;     9366;       2.97 ;            2.97 ; NO            ; NO            ;        0;       0.13 ;            0.13 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 09:54:54; 20250910095454899;              1;        1; B            ; B            ; Verginia PREMIUM Fosco         ; Verginia PREMIUM Fosco         ; CHINCHILA-SW 6011               ; SW 6011      ; SHERWIN Williams       ; SHERWIN Williams       ;             ;        ;         ;        ;      ;        ;  7896202;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      20.915;           20.915; JO            ; JO            ;    39372;       4.942;            4.942; RH            ; RH            ;     9366;       6.088;            6.088; NO            ; NO            ;        0;      25.857;           25.857;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/10/2025 09:50:02; 20250910095002458;              1;        1; A            ; A            ; Verginia PREMIUM Fosco         ; Verginia PREMIUM Fosco         ; TAMARIS RJ 86-1412              ; RJ 86-1412   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 12701690;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RH            ; RH            ;     9366;       0.087;            0.087; OP            ; OP            ;  3373284;       3.426;            3.426; RP            ; RP            ;      255;       1.214;            1.214;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/03/2025 15:11:48; 20250903151148654;              1;        1;              ;              ;                                ;                                ;                                 ;              ;                        ;                        ;             ;        ;         ;        ;      ;        ; 16711680;                0   ;        1     ; L       ;            3; DefaultPaintType;               0; 09/03/2025 15:11:48;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       5    ;            5    ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/03/2025 15:09:59; 20250903150959813;              1;        1;              ;              ;                                ;                                ;                                 ;              ;                        ;                        ;             ;        ;         ;        ;      ;        ; 16711680;                0   ;        1     ; L       ;            3; DefaultPaintType;               0; 09/03/2025 15:09:59;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       5    ;            5    ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/03/2025 11:35:47; 20250903113547451;              1;        1; A            ; A            ; Verginia PROJETADO             ; Verginia PROJETADO             ; VIOLET DE COBALT BR 61-0432     ; BR 61-0432   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 13341559;             2384   ;        2.384 ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       9.329;            9.329; BA            ; BA            ; 16777215;      23.84 ;           23.84 ; NO            ; NO            ;        0;       0.129;            0.129; VI            ; VI            ;  5189455;      24.775;           24.775;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/03/2025 11:33:00; 20250903113300485;              1;        1; A            ; A            ; Verginia PROJETADO             ; Verginia PROJETADO             ; EMERAUDE VB 59-4106             ; VB 59-4106   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 10002432;             2384   ;        2.384 ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;      18.701;           18.701; BA            ; BA            ; 16777215;      21.111;           21.111; NO            ; NO            ;        0;       1.722;            1.722; VR            ; VR            ;    26112;      54.575;           54.575;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 09/03/2025 11:29:57; 20250903112957870;              1;        1; A            ; A            ; Verginia PROJETADO             ; Verginia PROJETADO             ; BLEU TENDRE BV 78-0921          ; BV 78-0921   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ; 15058836;             2384   ;        2.384 ; L       ;            1; DefaultPaintType;               0; 08/25/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       4.395;            4.395; BA            ; BA            ; 16777215;      23.84 ;           23.84 ; NO            ; NO            ;        0;       0.155;            0.155; VI            ; VI            ;  5189455;       1.544;            1.544;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 08/29/2025 14:11:44; 20250829141144076;              1;        1; C            ; C            ; Verginia PROJETADO             ; Verginia PROJETADO             ; BITUME RJ 27-0101               ; RJ 27-0101   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  4013634;            11920   ;       11.92  ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RH            ; RH            ;     9366;       4.279;            4.279; NO            ; NO            ;        0;      61.601;           61.601; MA            ; MA            ;  1513356;       0.342;            0.342;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 08/29/2025 11:22:39; 20250829112239298;              1;        1; C            ; C            ; Verginia PROJETADO             ; Verginia PROJETADO             ; BITUME RJ 27-0101               ; RJ 27-0101   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  4013634;            11920   ;       11.92  ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RH            ; RH            ;     9366;       4.279;            4.279; NO            ; NO            ;        0;      61.601;           61.601; MA            ; MA            ;  1513356;       0.342;            0.342;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 08/29/2025 11:13:11; 20250829111311218;              1;        1; C            ; C            ; Verginia PROJETADO             ; Verginia PROJETADO             ; BITUME RJ 27-0101               ; RJ 27-0101   ; MAESTRIA Phenix        ; MAESTRIA Phenix        ;             ;        ;         ;        ;      ;        ;  4013634;             2394   ;        2.394 ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RH            ; RH            ;     9366;       0.859;            0.859; NO            ; NO            ;        0;      12.372;           12.372; MA            ; MA            ;  1513356;       0.069;            0.069;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
